image_id,healthy,multiple_diseases,rust,scab
Test_335,0.0,0.0,1.0,0.0
Test_336,0.0,0.0,1.0,0.0
Test_337,0.0,0.0,1.0,0.0
Test_338,0.0,0.0,1.0,0.0
Test_339,0.0,0.0,1.0,0.0
Test_340,0.0,0.0,1.0,0.0
Test_341,0.0,0.0,1.0,0.0
Test_342,0.0,0.0,1.0,0.0
Test_343,0.0,0.0,1.0,0.0
Test_344,0.0,0.0,1.0,0.0
Test_345,0.0,0.0,1.0,0.0
Test_346,0.0,0.0,1.0,0.0
Test_347,0.0,0.0,1.0,0.0
Test_348,0.0,0.0,1.0,0.0
Test_349,0.0,0.0,1.0,0.0
Test_350,0.0,0.0,1.0,0.0
Test_351,0.0,0.0,1.0,0.0
Test_352,0.0,0.0,1.0,0.0
Test_353,0.0,0.0,1.0,0.0
Test_354,0.0,0.0,1.0,0.0
Test_355,0.0,0.0,1.0,0.0
Test_356,0.0,0.0,1.0,0.0
Test_357,0.0,0.0,1.0,0.0
Test_358,0.0,0.0,1.0,0.0
Test_359,0.0,0.0,1.0,0.0
Test_360,0.0,0.0,1.0,0.0
Test_361,0.0,0.0,1.0,0.0
Test_362,0.0,0.0,1.0,0.0
Test_363,0.0,0.0,1.0,0.0
Test_364,0.0,0.0,1.0,0.0
Test_365,0.0,0.0,1.0,0.0
Test_366,0.0,0.0,1.0,0.0
Test_367,0.0,0.0,1.0,0.0
Test_368,0.0,0.0,1.0,0.0
Test_369,0.0,0.0,1.0,0.0
Test_370,0.0,0.0,1.0,0.0
Test_371,0.0,0.0,1.0,0.0
Test_372,0.0,0.0,1.0,0.0
Test_373,0.0,0.0,1.0,0.0
Test_374,0.0,0.0,1.0,0.0
Test_375,0.0,0.0,1.0,0.0
Test_376,0.0,0.0,1.0,0.0
Test_377,0.0,0.0,1.0,0.0
Test_378,0.0,0.0,1.0,0.0
Test_379,0.0,0.0,1.0,0.0
Test_380,0.0,0.0,1.0,0.0
Test_381,0.0,0.0,1.0,0.0
Test_382,0.0,0.0,1.0,0.0
Test_383,0.0,0.0,1.0,0.0
Test_384,0.0,0.0,1.0,0.0
Test_385,0.0,0.0,1.0,0.0
Test_386,0.0,0.0,1.0,0.0
Test_387,0.0,0.0,1.0,0.0
Test_388,0.0,0.0,1.0,0.0
Test_389,0.0,0.0,1.0,0.0
Test_390,0.0,0.0,1.0,0.0
Test_391,0.0,0.0,1.0,0.0
Test_392,0.0,0.0,1.0,0.0
Test_393,0.0,0.0,1.0,0.0
Test_394,0.0,0.0,1.0,0.0
Test_395,0.0,0.0,1.0,0.0
Test_396,0.0,0.0,1.0,0.0
Test_397,0.0,0.0,1.0,0.0
Test_398,0.0,0.0,1.0,0.0
Test_399,0.0,0.0,1.0,0.0
Test_400,0.0,0.0,1.0,0.0
Test_401,0.0,0.0,1.0,0.0
Test_402,0.0,0.0,1.0,0.0
Test_403,0.0,0.0,1.0,0.0
Test_404,0.0,0.0,1.0,0.0
Test_405,0.0,0.0,1.0,0.0
Test_406,0.0,0.0,1.0,0.0
Test_407,0.0,0.0,1.0,0.0
Test_408,0.0,0.0,1.0,0.0
Test_409,0.0,0.0,1.0,0.0
Test_410,0.0,0.0,1.0,0.0
Test_411,0.0,0.0,1.0,0.0
Test_412,0.0,0.0,1.0,0.0
Test_413,0.0,0.0,1.0,0.0
Test_414,0.0,0.0,1.0,0.0
Test_415,0.0,0.0,1.0,0.0
Test_416,0.0,0.0,1.0,0.0
Test_417,0.0,0.0,1.0,0.0
Test_418,0.0,0.0,1.0,0.0
Test_419,0.0,0.0,1.0,0.0
Test_420,0.0,0.0,1.0,0.0
Test_421,0.0,0.0,1.0,0.0
Test_422,0.0,0.0,1.0,0.0
Test_423,0.0,0.0,1.0,0.0
Test_424,0.0,0.0,1.0,0.0
Test_425,0.0,0.0,1.0,0.0
Test_426,0.0,0.0,1.0,0.0
Test_427,0.0,0.0,1.0,0.0
Test_428,0.0,0.0,1.0,0.0
Test_429,0.0,0.0,1.0,0.0
Test_430,0.0,0.0,1.0,0.0
Test_431,0.0,0.0,1.0,0.0
Test_432,0.0,0.0,1.0,0.0
Test_433,0.0,0.0,1.0,0.0
Test_434,0.0,0.0,1.0,0.0
Test_435,0.0,0.0,1.0,0.0
Test_436,0.0,0.0,1.0,0.0
Test_437,0.0,0.0,1.0,0.0
Test_438,0.0,0.0,1.0,0.0
Test_439,0.0,0.0,1.0,0.0
Test_440,0.0,0.0,1.0,0.0
Test_441,0.0,0.0,1.0,0.0
Test_442,0.0,0.0,1.0,0.0
Test_443,0.0,0.0,1.0,0.0
Test_444,0.0,0.0,1.0,0.0
Test_445,0.0,0.0,1.0,0.0
Test_446,0.0,0.0,1.0,0.0
Test_447,0.0,0.0,1.0,0.0
Test_448,0.0,0.0,1.0,0.0
Test_449,0.0,0.0,1.0,0.0
Test_450,0.0,0.0,1.0,0.0
Test_451,0.0,0.0,1.0,0.0
Test_452,0.0,0.0,1.0,0.0
Test_453,0.0,0.0,1.0,0.0
Test_454,0.0,0.0,1.0,0.0
Test_455,0.0,0.0,1.0,0.0
Test_456,0.0,0.0,1.0,0.0
Test_457,0.0,0.0,1.0,0.0
Test_458,0.0,0.0,1.0,0.0
Test_459,0.0,0.0,1.0,0.0
Test_460,0.0,0.0,1.0,0.0
Test_461,0.0,0.0,1.0,0.0
Test_462,0.0,0.0,1.0,0.0
Test_463,0.0,0.0,1.0,0.0
Test_464,0.0,0.0,1.0,0.0
Test_465,0.0,0.0,1.0,0.0
Test_466,0.0,0.0,1.0,0.0
Test_467,0.0,0.0,1.0,0.0
Test_468,0.0,0.0,1.0,0.0
Test_469,0.0,0.0,1.0,0.0
Test_470,0.0,0.0,1.0,0.0
Test_471,0.0,0.0,1.0,0.0
Test_472,0.0,0.0,1.0,0.0
Test_473,0.0,0.0,1.0,0.0
Test_474,0.0,0.0,1.0,0.0
Test_475,0.0,0.0,1.0,0.0
Test_476,0.0,0.0,1.0,0.0
Test_477,0.0,0.0,1.0,0.0
Test_478,0.0,0.0,1.0,0.0
Test_479,0.0,0.0,1.0,0.0
Test_480,0.0,0.0,1.0,0.0
Test_481,0.0,0.0,1.0,0.0
Test_482,0.0,0.0,1.0,0.0
Test_483,0.0,0.0,1.0,0.0
Test_484,0.0,0.0,1.0,0.0
Test_485,0.0,0.0,1.0,0.0
Test_486,0.0,0.0,1.0,0.0
Test_487,0.0,0.0,1.0,0.0
Test_488,0.0,0.0,1.0,0.0
Test_489,0.0,0.0,1.0,0.0
Test_490,0.0,0.0,1.0,0.0
Test_491,0.0,0.0,1.0,0.0
Test_492,0.0,0.0,1.0,0.0
Test_493,0.0,0.0,1.0,0.0
Test_494,0.0,0.0,1.0,0.0
Test_495,0.0,0.0,1.0,0.0
Test_496,0.0,0.0,1.0,0.0
Test_497,0.0,0.0,1.0,0.0
Test_498,0.0,0.0,1.0,0.0
Test_499,0.0,0.0,1.0,0.0
Test_500,0.0,0.0,1.0,0.0
Test_501,0.0,0.0,1.0,0.0
Test_502,0.0,0.0,1.0,0.0
Test_503,0.0,0.0,1.0,0.0
Test_504,0.0,0.0,1.0,0.0
Test_505,0.0,0.0,1.0,0.0
Test_506,0.0,0.0,1.0,0.0
Test_507,0.0,0.0,1.0,0.0
Test_508,0.0,0.0,1.0,0.0
Test_509,0.0,0.0,1.0,0.0
Test_510,0.0,0.0,1.0,0.0
Test_511,0.0,0.0,1.0,0.0
Test_512,0.0,0.0,1.0,0.0
Test_513,0.0,0.0,1.0,0.0
Test_514,0.0,0.0,1.0,0.0
Test_515,0.0,0.0,1.0,0.0
Test_516,0.0,0.0,1.0,0.0
Test_517,0.0,0.0,1.0,0.0
Test_518,0.0,0.0,1.0,0.0
Test_519,0.0,0.0,1.0,0.0
Test_520,0.0,0.0,1.0,0.0
Test_521,0.0,0.0,1.0,0.0
Test_522,0.0,0.0,1.0,0.0
Test_523,0.0,0.0,1.0,0.0
Test_524,0.0,0.0,1.0,0.0
Test_525,0.0,0.0,1.0,0.0
Test_526,0.0,0.0,1.0,0.0
Test_527,0.0,0.0,1.0,0.0
Test_528,0.0,0.0,1.0,0.0
Test_529,0.0,0.0,1.0,0.0
Test_530,0.0,0.0,1.0,0.0
Test_531,0.0,0.0,1.0,0.0
Test_532,0.0,0.0,1.0,0.0
Test_533,0.0,0.0,1.0,0.0
Test_534,0.0,0.0,1.0,0.0
Test_535,0.0,0.0,1.0,0.0
Test_536,0.0,0.0,1.0,0.0
Test_537,0.0,0.0,1.0,0.0
Test_538,0.0,0.0,1.0,0.0
Test_539,0.0,0.0,1.0,0.0
Test_540,0.0,0.0,1.0,0.0
Test_541,0.0,0.0,1.0,0.0
Test_542,0.0,0.0,1.0,0.0
Test_543,0.0,0.0,1.0,0.0
Test_544,0.0,0.0,1.0,0.0
Test_545,0.0,0.0,1.0,0.0
Test_546,0.0,0.0,1.0,0.0
Test_547,0.0,0.0,1.0,0.0
Test_548,0.0,0.0,1.0,0.0
Test_549,0.0,0.0,1.0,0.0
Test_550,0.0,0.0,1.0,0.0
Test_551,0.0,0.0,1.0,0.0
Test_552,0.0,0.0,1.0,0.0
Test_553,0.0,0.0,1.0,0.0
Test_554,0.0,0.0,1.0,0.0
Test_555,0.0,0.0,1.0,0.0
Test_556,0.0,0.0,1.0,0.0
Test_557,0.0,0.0,1.0,0.0
Test_558,0.0,0.0,1.0,0.0
Test_559,0.0,0.0,1.0,0.0
Test_560,0.0,0.0,1.0,0.0
Test_561,0.0,0.0,1.0,0.0
Test_562,0.0,0.0,1.0,0.0
Test_563,0.0,0.0,1.0,0.0
Test_564,0.0,0.0,1.0,0.0
Test_565,0.0,0.0,1.0,0.0
Test_566,0.0,0.0,1.0,0.0
Test_567,0.0,0.0,1.0,0.0
Test_568,0.0,0.0,1.0,0.0
Test_569,0.0,0.0,1.0,0.0
Test_570,0.0,0.0,1.0,0.0
Test_571,0.0,0.0,1.0,0.0
Test_572,0.0,0.0,1.0,0.0
Test_573,0.0,0.0,1.0,0.0
Test_574,0.0,0.0,1.0,0.0
Test_575,0.0,0.0,1.0,0.0
Test_576,0.0,0.0,1.0,0.0
Test_577,0.0,0.0,1.0,0.0
Test_578,0.0,0.0,1.0,0.0
Test_579,0.0,0.0,1.0,0.0
Test_580,0.0,0.0,1.0,0.0
Test_581,0.0,0.0,1.0,0.0
Test_582,0.0,0.0,1.0,0.0
Test_583,0.0,0.0,1.0,0.0
Test_584,0.0,0.0,1.0,0.0
Test_585,0.0,0.0,1.0,0.0
Test_586,0.0,0.0,1.0,0.0
Test_587,0.0,0.0,1.0,0.0
Test_588,0.0,0.0,1.0,0.0
Test_589,0.0,0.0,1.0,0.0
Test_590,0.0,0.0,1.0,0.0
Test_591,0.0,0.0,1.0,0.0
Test_592,0.0,0.0,1.0,0.0
Test_593,0.0,0.0,1.0,0.0
Test_594,0.0,0.0,1.0,0.0
Test_595,0.0,0.0,1.0,0.0
Test_596,0.0,0.0,1.0,0.0
Test_597,0.0,0.0,1.0,0.0
Test_598,0.0,0.0,1.0,0.0
Test_599,0.0,0.0,1.0,0.0
Test_600,0.0,0.0,1.0,0.0
Test_601,0.0,0.0,1.0,0.0
Test_602,0.0,0.0,1.0,0.0
Test_603,0.0,0.0,1.0,0.0
Test_604,0.0,0.0,1.0,0.0
Test_605,0.0,0.0,1.0,0.0
Test_606,0.0,0.0,1.0,0.0
Test_607,0.0,0.0,1.0,0.0
Test_608,0.0,0.0,1.0,0.0
Test_609,0.0,0.0,1.0,0.0
Test_610,0.0,0.0,1.0,0.0
Test_611,0.0,0.0,1.0,0.0
Test_612,0.0,0.0,1.0,0.0
Test_613,0.0,0.0,1.0,0.0
Test_614,0.0,0.0,1.0,0.0
Test_615,0.0,0.0,1.0,0.0
Test_616,0.0,0.0,1.0,0.0
Test_617,0.0,0.0,1.0,0.0
Test_618,0.0,0.0,1.0,0.0
Test_619,0.0,0.0,1.0,0.0
Test_620,0.0,0.0,1.0,0.0
Test_621,0.0,0.0,1.0,0.0
Test_622,0.0,0.0,1.0,0.0
Test_623,0.0,0.0,1.0,0.0
Test_624,0.0,0.0,1.0,0.0
Test_625,0.0,0.0,1.0,0.0
Test_626,0.0,0.0,1.0,0.0
Test_627,0.0,0.0,1.0,0.0
Test_628,0.0,0.0,1.0,0.0
Test_629,0.0,0.0,1.0,0.0
Test_630,0.0,0.0,1.0,0.0
Test_631,0.0,0.0,1.0,0.0
Test_632,0.0,0.0,1.0,0.0
Test_633,0.0,0.0,1.0,0.0
Test_634,0.0,0.0,1.0,0.0
Test_635,0.0,0.0,1.0,0.0
Test_636,0.0,0.0,1.0,0.0
Test_637,0.0,0.0,1.0,0.0
Test_638,0.0,0.0,1.0,0.0
Test_639,0.0,0.0,1.0,0.0
Test_640,0.0,0.0,1.0,0.0
Test_641,0.0,0.0,1.0,0.0
Test_642,0.0,0.0,1.0,0.0
Test_643,0.0,0.0,1.0,0.0
Test_644,0.0,0.0,1.0,0.0
Test_645,0.0,0.0,1.0,0.0
Test_646,0.0,0.0,1.0,0.0
Test_647,0.0,0.0,1.0,0.0
Test_648,0.0,0.0,1.0,0.0
Test_649,0.0,0.0,1.0,0.0
Test_650,0.0,0.0,1.0,0.0
Test_651,0.0,0.0,1.0,0.0
Test_652,0.0,0.0,1.0,0.0
Test_653,0.0,0.0,1.0,0.0
Test_654,0.0,0.0,1.0,0.0
Test_655,0.0,0.0,1.0,0.0
Test_656,0.0,0.0,1.0,0.0
Test_657,0.0,0.0,1.0,0.0
Test_658,0.0,0.0,1.0,0.0
Test_659,0.0,0.0,1.0,0.0
Test_660,0.0,0.0,1.0,0.0
Test_661,0.0,0.0,1.0,0.0
Test_662,0.0,0.0,1.0,0.0
Test_663,0.0,0.0,1.0,0.0
